Nombre,Marca,Precio,Supermercado,URL
Vino valdepeñas tinto señorío llanos crianza 75cl,SEÑORÍO LLANOS,"2,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-valdepenas-tinto-senorio-llanos-crianza-75cl/
Zumo de naranja disfruta don simon brik p-620cl,DON SIMON,"2,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-naranja-disfruta-don-simon-brik-p-620cl/
Zumo de uva disfruta don simon brik p-620cl,DON SIMON,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-uva-disfruta-don-simon-brik-p-620cl/
Zumo de melocon-uva disfruta don simon brik p-620cl,DON SIMON,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-melocon-uva-disfruta-don-simon-brik-p-620cl/
Zumo de piña-uva ifa eliges p-6 20cl,IFA ELIGES,"1,40 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-pina-uva-ifa-eliges-p-6-20cl/
Zumo de manzana ifa eliges p-6 20cl,IFA ELIGES,"1,12 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-manzana-ifa-eliges-p-6-20cl/
Zumo de melocoton-uva ifa eliges p-620cl,IFA ELIGES,"1,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-melocoton-uva-ifa-eliges-p-620cl/
Zumo de piña-uva ifa eliges brik 1l,IFA ELIGES,"0,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-pina-uva-ifa-eliges-brik-1l/
Vino rosado peñascal 75cl,PEÑASCAL,"3,85 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rosado-penascal-75cl/
Vino do rias baixas albariño blanco martin codax 75cl,MARTIN CODAX,"14,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-rias-baixas-albarino-blanco-martin-codax-75cl/
Bebida refrescante limon g aquarade lata sleek 33cl,G AQUARADE,"0,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-refrescante-limon-g-aquarade-lata-sleek-33cl/
Bebida refrescante naranja g aquarade lata sleek 33cl,G AQUARADE,"0,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-refrescante-naranja-g-aquarade-lata-sleek-33cl/
Zumo de naranja ifa eliges p-6 20cl,IFA ELIGES,"2,80 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-naranja-ifa-eliges-p-6-20cl/
Vino manzanilla perez megia 75cl,PEREZ MEGIA,"3,85 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-manzanilla-perez-megia-75cl/
Tonica schweppes lata 25cl,SCHWEPPES,"0,85 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-schweppes-lata-25cl/
"Vino ribera del duero tinto protos crianza 37,5cl",,"9,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-ribera-del-duero-tinto-protos-crianza-375cl/
Vino rueda verdejo blanco protos 75cl,PROTOS,"7,65 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rueda-verdejo-blanco-protos-75cl/
Vino rioja tinto ramon bilbao crianza 75cl,RAMON BILBAO,"9,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-ramon-bilbao-crianza-75cl/
"Tonica ifa eliges pet 1,5l",IFA ELIGES,"0,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-ifa-eliges-pet-15l/
Cous-cous gallo 500g,GALLO,"1,78 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/cous-cous-gallo-500g/
Tarrito pollo arroz hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-pollo-arroz-hero-235g/
Tarrito jamon guisantes hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-jamon-guisantes-hero-235g/
Tarrito pollo ternera verduras hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-pollo-ternera-verduras-hero-235g/
Tarrito ternera zanahoria hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-ternera-zanahoria-hero-235g/
Tarrito jamon vaca verduras hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-jamon-vaca-verduras-hero-235g/
Tarrito zanahoria arroz hero 235g,HERO,"1,70 €",Supermercados Mas,https://www.supermercadosmas.com/bebe/tarrito-zanahoria-arroz-hero-235g/
Vino rioja tinto viña cumbrero crianza 75cl,VIÑA CUMBRERO,"5,75 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-vina-cumbrero-crianza-75cl/
Cous cous mediterraneo trevijano 300g,,"3,15 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/cous-cous-mediterraneo-trevijano-300g/
Vino ribera del duero tinto finca resalso roble 75cl,FINCA RESALSO,"9,15 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-ribera-del-duero-tinto-finca-resalso-roble-75cl/
Café espresso kaiku 230ml,KAIKU,"1,49 €",Supermercados Mas,https://www.supermercadosmas.com/lacteos-sustitutivos/cafe-espresso-kaiku-230ml/
Café capuccino kaiku 230ml,KAIKU,"1,49 €",Supermercados Mas,https://www.supermercadosmas.com/lacteos-sustitutivos/cafe-capuccino-kaiku-230ml/
Tronkitos de mar pescanova 500g,PESCANOVA,"1,95 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/tronkitos-de-mar-pescanova-500g/
Harina de trigo express maizena 250g,MAIZENA,"3,09 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-de-trigo-express-maizena-250g/
Vino rioja tinto marques de riscal reserva 75cl,MARQUES DE RISCAL,"17,49 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-marques-de-riscal-reserva-75cl/
Vino cataluña blanco viña sol 75cl,VIÑA SOL,"5,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-cataluna-blanco-vina-sol-75cl/
Vino cataluña rosado torres 75cl,DE CASTA TORRES,"4,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-cataluna-rosado-torres-75cl/
Refresco zero cola coca cola lata p-12 33cl,COCA COLA,"9,72 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-cola-coca-cola-lata-p-12-33cl/
Gula del norte cazuela angulas angulagas p2x100g,ANGULAS ANGULAGAS,"5,95 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/gula-del-norte-cazuela-angulas-angulagas-p2x100g/
Crema de membrillo el quijote fiambrera 400g,QUIJOTE,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/crema-de-membrillo-el-quijote-fiambrera-400g/
Vino rioja blanco diamante 75cl,DIAMANTE,"3,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-blanco-diamante-75cl/
Vino pedro ximenez gonzalez byass nectar 75cl,NECTAR,"10,35 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-pedro-ximenez-gonzalez-byass-nectar-75cl/
Dulce de membrillo bifidus el quijote 380g,QUIJOTE,"3,30 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/dulce-de-membrillo-bifidus-el-quijote-380g/
Dulce de membrillo el quijote tarrina 440g,QUIJOTE,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/dulce-de-membrillo-el-quijote-tarrina-440g/
Dulce de frutas el quijote fiambrera 400g,QUIJOTE,"2,35 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/dulce-de-frutas-el-quijote-fiambrera-400g/
Vino rioja rosado marques de riscal 75cl,,"7,55 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-rosado-marques-de-riscal-75cl/
Bebida energ burn lata 50cl,BURN,"1,00 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-burn-lata-50cl/
Calamar tinta delfin 8g,DELFIN,"1,60 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/calamar-tinta-delfin-8g/
Vino manzanilla la gitana 75cl,LA GITANA,"6,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-manzanilla-la-gitana-75cl/
Harina para rebozar yolanda 500g,YOLANDA,"1,85 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-para-rebozar-yolanda-500g/
Vino do toro tinto viña bajoz 75cl,VIÑA BAJOZ,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-toro-tinto-vina-bajoz-75cl/
Vino blanco semidulce tierra blanca 75cl,TIERRA BLANCA,"4,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-blanco-semidulce-tierra-blanca-75cl/
Vino dulce san clemente 1l,SAN CLEMENTE,"6,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-dulce-san-clemente-1l/
para empanadillas buitoni 160g,BUITONI,"1,10 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/para-empanadillas-buitoni-160g/
Vino rioja tinto antaño crianza 75cl,,"3,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-antano-crianza-75cl/
Vino ribera del duero tinto protos crianza 75cl,,"19,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-ribera-del-duero-tinto-protos-crianza-75cl/
Vino do condado de naranja vdm 50cl,VDM,"6,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-condado-de-naranja-vdm-50cl/
Mini tortilla de patatas con cebolla palacios 200g,PALACIOS,"1,69 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/mini-tortilla-de-patatas-con-cebolla-palacios-200g/
Zumo exprimido con pulpa naranja don simon 1l,D. SIMON,"2,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-exprimido-con-pulpa-naranja-don-simon-1l/
Zumo refrigerado sin pulpa de naranja don simon 1l,DON SIMON,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-refrigerado-sin-pulpa-de-naranja-don-simon-1l/
Zumo refrigerado con pulpa de naranja don simon pet 1l,DON SIMON,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-refrigerado-con-pulpa-de-naranja-don-simon-pet-1l/
Vino blanco jordan 75cl,JOVEN JORDAN,"2,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-blanco-jordan-75cl/
"Sangria don simon 1,5l",DON SIMON,"2,30 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/sangria-don-simon-15l/
Vino do penedes rosado rene barbier 75cl,RENE BARBIER,"4,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-penedes-rosado-rene-barbier-75cl/
Vino oloroso canasta cream 75cl,,"7,49 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-oloroso-canasta-cream-75cl/
Zumo exprimido sin pulpa de naranja don simon 1l,DON SIMON,"2,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-exprimido-sin-pulpa-de-naranja-don-simon-1l/
Vino mesa blanco don simon 1l,DON SIMON,"1,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-mesa-blanco-don-simon-1l/
Zumo de piña-uva don simon brik 1l,DON SIMON,"1,39 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-de-pina-uva-don-simon-brik-1l/
Vino rioja tinto cune crianza 75cl,CUNE,"6,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-cune-crianza-75cl/
Zumo exprimido de manzana don simon 1l,DON SIMON,"1,85 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-exprimido-de-manzana-don-simon-1l/
Brandy carlos i botella de 70cl,CARLOS I,"24,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/brandy-carlos-i-botella-de-70cl/
Vino castilla tinto yllera crianza 75cl,YLLERA,"7,05 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-castilla-tinto-yllera-crianza-75cl/
Vino do borja tinto selección 75cl,BORSAO,"5,19 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-borja-tinto-seleccion-75cl/
Vino valdepeñas tinto señorio llanos 75cl,SEÑORÍO LLANOS,"2,25 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-valdepenas-tinto-senorio-llanos-75cl/
Vino mesa tinto don simon 1l,DON SIMON,"1,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-mesa-tinto-don-simon-1l/
Vino tinto castillo de gredos 1l,,"1,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-tinto-castillo-de-gredos-1l/
Anguriñas pescanova 200g,,"1,79 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/angurinas-pescanova-200g/
Calamar limpio pescanova 400g,PESCANOVA,"6,49 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/calamar-limpio-pescanova-400g/
Vino rioja tinto marques de caceres crianza 75cl,,"7,25 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-marques-de-caceres-crianza-75cl/
Tonica zero schweppes lata 25cl,SCHWEPPES,"0,85 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-zero-schweppes-lata-25cl/
Queso burgo arias mini sin sal pack de 3 unidades 216g,BURGO DE ARIAS,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/charcuteria-quesos/queso-burgo-arias-mini-sin-sal-pack-de-3-unidades-216g/
Vino rioja tinto marques de caceres reserva 75cl,MARQUES DE CACERES,"18,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-marques-de-caceres-reserva-75cl/
Vino rioja blanco marques de caceres 75cl,MARQUES DE CACERES,"4,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-blanco-marques-de-caceres-75cl/
Harina de maiz maizena 400g,MAIZENA,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-de-maiz-maizena-400g/
Bebida energ naranja isostar pet 50cl,ISOSTAR,"1,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-naranja-isostar-pet-50cl/
Tonica schweppes lata 33cl,SCHWEPPES,"0,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-schweppes-lata-33cl/
Tonica zero schweppes lata 33cl,SCHWEPPES,"0,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-zero-schweppes-lata-33cl/
Tonica schweppes pet 1l,SCHWEPPES,"1,80 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-schweppes-pet-1l/
Tonica zero schweppes pet 1l,SCHWEPPES,"1,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/tonica-zero-schweppes-pet-1l/
Vino valdepeñas tinto viña albali reserva 75cl,VIÑA ALBALI,"3,35 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-valdepenas-tinto-vina-albali-reserva-75cl/
Vino rioja tinto banda azul paternina crianza 75cl,,"4,75 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-banda-azul-paternina-crianza-75cl/
Vino valdepeñas verdejo blanco los molinos 75cl,,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-valdepenas-verdejo-blanco-los-molinos-75cl/
Vino valdepeñas tinto los molinos 75cl,LOS MOLINOS,"2,25 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-valdepenas-tinto-los-molinos-75cl/
Vino montilla moriles fino soñador 75cl,SOÑADOR,"2,65 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-montilla-moriles-fino-sonador-75cl/
Vino do toro tinto sangre toro 75cl,SANGRE TORO,"4,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-do-toro-tinto-sangre-toro-75cl/
Vino cataluña blanco viña esmeralda 75cl,VIÑA ESMERALDA,"8,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-cataluna-blanco-vina-esmeralda-75cl/
Refresco light cola pepsi lata sleek 33cl,PEPSI,"0,75 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-light-cola-pepsi-lata-sleek-33cl/
Churros lazo maheso 500g,MAHESO,"2,25 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/churros-lazo-maheso-500g/
Nugget sin gluten pollo maheso bolsa 300g,MAHESO,"4,65 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/nugget-sin-gluten-pollo-maheso-bolsa-300g/
Empanadillas atun la cocinera 312g,LA COCINERA,"4,99 €",Supermercados Mas,https://www.supermercadosmas.com/congelados-helados/empanadillas-atun-la-cocinera-312g/
Nectar de piña granini 1l,GRANINI,"2,79 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/nectar-de-pina-granini-1l/
Nectar de naranja granini 1l,GRANINI,"2,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/nectar-de-naranja-granini-1l/
Nectar piña granini p3x20cl,GRANINI,"1,25 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/nectar-pina-granini-p3x20cl/
Vermouth rojo martini 1l,,"9,69 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vermouth-rojo-martini-1l/
Queso burgo de arias mini sin lactosa 216g,BURGO DE ARIAS,"3,10 €",Supermercados Mas,https://www.supermercadosmas.com/charcuteria-quesos/queso-burgo-de-arias-mini-sin-lactosa-216g/
Vino rioja rosado marques de caceres 75cl,MARQUES DE CACERES,"4,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-rosado-marques-de-caceres-75cl/
para empanadillas buitoni 280g,BUITONI,"1,80 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/para-empanadillas-buitoni-280g/
Vino rioja blanco muga 75cl,MUGA,"11,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-blanco-muga-75cl/
Vino mesa tinto ifa eliges 75cl,IFA ELIGES,"1,59 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-mesa-tinto-ifa-eliges-75cl/
Vino mesa tinto ifa eliges 1l,IFA ELIGES,"1,05 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-mesa-tinto-ifa-eliges-1l/
Vino extremadura tinto habla de la tierra 75cl,HABLA DE LA TIERRA,"7,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-extremadura-tinto-habla-de-la-tierra-75cl/
Café light kaiku 230ml,KAIKU,"1,49 €",Supermercados Mas,https://www.supermercadosmas.com/lacteos-sustitutivos/cafe-light-kaiku-230ml/
Bebida energ white monster lata 50cl,MONSTER,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-white-monster-lata-50cl/
Refresco light cola coca cola lata 33cl,COCA COLA,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-light-cola-coca-cola-lata-33cl/
Refresco light cola coca cola pet 2l,COCA COLA,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-light-cola-coca-cola-pet-2l/
Mosto blanco castillo salobreña 1l,CASTILLO SALOBREÑA,"1,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/mosto-blanco-castillo-salobrena-1l/
Vino tinto castillo salobreña 1l,CASTILLO SALOBREÑA,"1,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-tinto-castillo-salobrena-1l/
Bebida energ red bull lata p-4 25cl,RED BULL,"5,35 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-red-bull-lata-p-4-25cl/
Bebida energ red bull lata 25cl,RED BULL,"1,59 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-red-bull-lata-25cl/
Bebida dpert ice powerade pet 50cl,POWERADE,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-dpert-ice-powerade-pet-50cl/
Bebida dpert citrus powerade pet 50cl,POWERADE,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-dpert-citrus-powerade-pet-50cl/
Bebida isot. limon aquarius pet 50cl,,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-limon-aquarius-pet-50cl/
Refresco light cola coca cola pet p-2 2l,COCA COLA,"3,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-light-cola-coca-cola-pet-p-2-2l/
Bebida isot. naranja aquarius lata 33cl,AQUARIUS,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-naranja-aquarius-lata-33cl/
Vino ribera del duero tinto malleolus 75cl,MALLEOLUS,"36,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-ribera-del-duero-tinto-malleolus-75cl/
Refresco zero zero cola coca cola pet p-2 2l,COCA COLA,"3,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-zero-cola-coca-cola-pet-p-2-2l/
Refresco zero zero cola coca cola pet 50cl,COCA COLA,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-zero-cola-coca-cola-pet-50cl/
Masa pizza ifa eliges 260g,IFA ELIGES,"1,29 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/masa-pizza-ifa-eliges-260g/
Masa hojaldre enrollada ifa eliges 230g,IFA ELIGES,"1,29 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/masa-hojaldre-enrollada-ifa-eliges-230g/
Masa empanada ifa eliges 280g,IFA ELIGES,"1,59 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/masa-empanada-ifa-eliges-280g/
Masa brisa quebrada ifa eliges 230g,IFA ELIGES,"1,29 €",Supermercados Mas,https://www.supermercadosmas.com/panaderia-bolleria-pasteleria/masa-brisa-quebrada-ifa-eliges-230g/
Refresco zero cola coca cola pet 50cl,COCA COLA,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-cola-coca-cola-pet-50cl/
Cafe molido mezcla marcilla 250 gr,MARCILLA,"3,45 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/cafe-molido-mezcla-marcilla-250-gr/
Vino tierra cadiz tinto finca moncloa 75cl,FINCA MONCLOA,"15,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-tierra-cadiz-tinto-finca-moncloa-75cl/
"Bebida energ red bull maxi lata 35,5cl",RED BULL,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-red-bull-maxi-lata-355cl/
Bebida energ sugarfree red bull lata 25cl,RED BULL,"1,59 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-energ-sugarfree-red-bull-lata-25cl/
Bebida isot. limon aquarius lata 33cl,AQUARIUS,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-limon-aquarius-lata-33cl/
Refresco zero cola coca cola lata 33cl,COCA COLA,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-cola-coca-cola-lata-33cl/
Refresco light s/caf cola coca cola lata 33cl,COCA COLA,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-light-scaf-cola-coca-cola-lata-33cl/
Refresco zero cola coca cola pet p-2 2l,COCA COLA,"3,90 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-cola-coca-cola-pet-p-2-2l/
Bebida avena yosoy brick 1l,YOSOY,"1,35 €",Supermercados Mas,https://www.supermercadosmas.com/lacteos-sustitutivos/bebida-avena-yosoy-brick-1l/
Bebida isot. blue upgrade pet 50cl,UPGRADE,"0,60 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-blue-upgrade-pet-50cl/
Bebida isot. naranja aquarius pet 50cl,AQUARIUS,"1,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-naranja-aquarius-pet-50cl/
"Bebida isot. zero naranja aquarius pet 1,5l",,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-zero-naranja-aquarius-pet-15l/
"Bebida isot. zero limon aquarius pet 1,5l",AQUARIUS,"1,99 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-zero-limon-aquarius-pet-15l/
Bebida isot. zero limon aquarius lata 33cl,AQUARIUS,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-zero-limon-aquarius-lata-33cl/
Bebida isot. zero naranja aquarius lata 33cl,AQUARIUS,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-zero-naranja-aquarius-lata-33cl/
Vino extremadura tinto vallarcal roble 75cl,,"3,45 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-extremadura-tinto-vallarcal-roble-75cl/
Refresco zero zero cola coca cola lata 33cl,COCA COLA,"0,89 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-zero-cola-coca-cola-lata-33cl/
"Bebida isot. limon aquarius pet p-2 1,5l",AQUARIUS,"3,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-limon-aquarius-pet-p-2-15l/
"Bebida isot. naranja aquarius pet p-2 1,5l",AQUARIUS,"3,50 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/bebida-isot-naranja-aquarius-pet-p-2-15l/
Refresco zero zero cola coca cola p-12 33cl,COCA COLA,"9,72 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/refresco-zero-zero-cola-coca-cola-p-12-33cl/
Harina reposteria ifa eliges bolsa 500g,IFA ELIGES,"0,55 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-reposteria-ifa-eliges-bolsa-500g/
Harina especial para pizzas ifa eliges bolsa 1k,IFA ELIGES,"1,30 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-especial-para-pizzas-ifa-eliges-bolsa-1k/
Vino rueda verdejo blanco beronia 75cl,BERONIA,"6,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rueda-verdejo-blanco-beronia-75cl/
Vino rioja tinto beronia crianza 75cl,,"8,95 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/vino-rioja-tinto-beronia-crianza-75cl/
Zumo tomate ifa eliges brik 1l,IFA ELIGES,"1,05 €",Supermercados Mas,https://www.supermercadosmas.com/bebidas/zumo-tomate-ifa-eliges-brik-1l/
Harina de trigo ifa eliges bolsa 1k,IFA ELIGES,"0,70 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-de-trigo-ifa-eliges-bolsa-1k/
Harina para freir ifa eliges bolsa 1k,IFA ELIGES,"1,00 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-para-freir-ifa-eliges-bolsa-1k/
Harina reposteria ifa eliges bolsa 1kg,IFA ELIGES,"0,91 €",Supermercados Mas,https://www.supermercadosmas.com/alimentacion/harina-reposteria-ifa-eliges-bolsa-1kg/
Queso burgos natural ifa eliges 2x250g,IFA ELIGES,"1,78 €",Supermercados Mas,https://www.supermercadosmas.com/charcuteria-quesos/queso-burgos-natural-ifa-eliges-2x250g/
"Queso burgos natural ifa eliges 4x62,5g",IFA ELIGES,"1,04 €",Supermercados Mas,https://www.supermercadosmas.com/charcuteria-quesos/queso-burgos-natural-ifa-eliges-4x625g/
